PMG11_00091	3117	230
PMG11_00092	681	320
PMG11_00093	657	43
PMG11_00094	1482	16
PMG11_00095	2505	18
PMG11_00096	813	21
PMG11_00097	4203	1
PMG11_00098	786	3
PMG11_00099	3198	17
PMG11_00100	921	5
PMG11_00101	1884	5
PMG11_00102	4287	80
PMG11_00103	774	16
PMG11_00104	1287	44
PMG11_00105	1473	18
PMG11_00106	759	45
PMG11_00107	1062	25
PMG11_00108	252	21
PMG11_00109	696	89
PMG11_00110	3123	55
PMG11_00111	1674	1
PMG11_00112	1143	0
PMG11_00113	2544	63
PMG11_00114	1041	23
PMG11_00115	978	37
PMG11_00116	306	97
PMG11_00117	1290	93
PMG11_00118	1197	23
PMG11_00119	14751	406
PMG11_00120	2589	44
PMG11_00121	735	21
PMG11_00122	1029	76
PMG11_00123	1572	27
PMG11_00124	1002	2
PMG11_00125	726	35
PMG11_00126	924	365
PMG11_00127	1590	27
PMG11_00128	339	8
PMG11_00129	2022	60
PMG11_00130	1203	73
PMG11_00131	1251	26
PMG11_00132	555	188
PMG11_00133	912	6
PMG11_00134	1575	14
PMG11_00135	1473	32
PMG11_00136	378	26
PMG11_00137	2079	34
PMG11_00138	414	27
PMG11_00139	1710	85
PMG11_00140	2394	66
PMG11_00141	1884	49
PMG11_00142	1452	72
PMG11_00143	306	6
PMG11_00144	1329	9
PMG11_00145	357	4
PMG11_00146	906	3
PMG11_00147	1971	48
PMG11_00148	828	35
PMG11_00149	1281	1139
PMG11_00150	2640	134
PMG11_00151	942	15
PMG11_00152	720	3
PMG11_00153	531	0
PMG11_00154	2469	6
PMG11_00155	1068	0
PMG11_00156	963	1
PMG11_00157	1020	0
PMG11_00158	1254	0
PMG11_00159	777	6
PMG11_00160	966	1
PMG11_00161	582	12
PMG11_00162	1248	109
PMG11_00163	978	27
PMG11_00164	549	30
PMG11_00165	3894	175
PMG11_00166	1011	10
PMG11_00167	675	0
PMG11_00168	3003	27
PMG11_00169	1653	66
PMG11_00170	3342	72
PMG11_00171	2013	0
PMG11_00172	2778	157
PMG11_00173	1197	44
PMG11_00174	1464	33
PMG11_00175	705	30
PMG11_00176	639	95
PMG11_00177	1845	10
PMG11_00178	2643	17
PMG11_00179	465	32
PMG11_00180	1398	153
PMG11_00181	1053	19
PMG11_00182	1098	2
PMG11_00183	1038	36
PMG11_00184	411	46
PMG11_00185	1191	0
PMG11_00186	1911	2
PMG11_00187	2004	4
PMG11_00188	1068	0
PMG11_00189	1152	26
PMG11_00190	906	7
