"gene_ID","gene_length","logFC","fold_change","direction","AveExpr","t","P.Value","adj.P.Val","BGC_class","enzyme","product"
"PMG11_03375",735,-0.346606341667812,0.786431851148811,"down in DK1042 WT",2.6649089878033,0,0.871307090341684,0.999950541728852,"","","hypothetical protein"
"PMG11_07881",3621,-0.519737107548969,0.697498922054108,"down in DK1042 WT",7.19622576309494,0,0.87135807196567,0.999950541728852,"","","hypothetical protein"
"PMG11_05940",1218,-0.583421623239565,0.667379083637123,"down in DK1042 WT",4.97118161188059,0,0.871428288238052,0.999950541728852,"","","Putative tRNA (Guanine-N1-)-methyltransferase, eukaryotic"
"PMG11_10349",1755,-0.482481348474782,0.7157455256001,"down in DK1042 WT",4.1022859005915,0,0.871476682221865,0.999950541728852,"","","hypothetical protein"
"PMG11_07188",1068,-0.376424823029796,0.770344235630004,"down in DK1042 WT",7.38689765772697,0,0.871572289700899,0.999950541728852,"","","hypothetical protein"
"PMG11_07648",1533,-0.348025899994317,0.785658412002017,"down in DK1042 WT",3.2591366642089,0,0.871919257282085,0.999950541728852,"","","hypothetical protein"
"PMG11_10219",198,0.34929596498013,1.27393879361429,"up in DK1042 WT",4.89879744381583,0,0.8719861021529,0.999950541728852,"","","hypothetical protein"
"PMG11_09350",417,0.436371159010417,1.35319632014179,"up in DK1042 WT",9.2680274067045,0,0.872130557469064,0.999950541728852,"","","hypothetical protein"
"PMG11_09147",1929,0.587279948355059,1.5024114347045,"up in DK1042 WT",7.85756353183589,0,0.872189944773594,0.999950541728852,"","","Putative 5-aminolevulinate synthase, mitochondrial"
"PMG11_06463",3858,0.617456133100913,1.53416763675332,"up in DK1042 WT",6.7508350997577,0,0.872310109193537,0.999950541728852,"","","Putative Peroxin-5"
"PMG11_06554",1197,0.336411007336106,1.26261168452436,"up in DK1042 WT",3.16552311504806,0,0.872493869465292,0.999950541728852,"","","hypothetical protein"
"PMG11_04131",987,-0.323720092239616,0.799006922557493,"down in DK1042 WT",1.68935715855981,0,0.872496625297727,0.999950541728852,"","","hypothetical protein"
"PMG11_08465",1014,-0.285507993335271,0.820452664951709,"down in DK1042 WT",0.853451367063137,0,0.872507720232927,0.999950541728852,"","","hypothetical protein"
"PMG11_07248",1515,0.495680453445939,1.40998562424154,"up in DK1042 WT",6.71578306160718,0,0.872611199550028,0.999950541728852,"","","Putative Histone-lysine N-methyltransferase, H3 lysine-79 specific"
"PMG11_09037",2874,0.64078630287568,1.55917871701613,"up in DK1042 WT",6.95249766691782,0,0.872672784882504,0.999950541728852,"","","hypothetical protein"
"PMG11_10965",2307,0.333459723611582,1.2600314327153,"up in DK1042 WT",4.89698374316769,0,0.872720392650695,0.999950541728852,"","","hypothetical protein"
"PMG11_01151",834,0.612662289633383,1.52907830476752,"up in DK1042 WT",7.11556105233278,0,0.87273833906997,0.999950541728852,"","","Putative Proteasome subunit alpha type"
"PMG11_03257",1629,-0.47275089764295,0.720589283936016,"down in DK1042 WT",8.34234596873747,0,0.87274146903214,0.999950541728852,"","","Putative Choline dehydrogenase"
"PMG11_08747",1500,-0.306283998990636,0.808722133232582,"down in DK1042 WT",4.40678028000871,0,0.872844801611336,0.999950541728852,"","","hypothetical protein"
"PMG11_07240",2592,0.538420277600722,1.45238131763346,"up in DK1042 WT",4.77653722146712,0,0.872883746454954,0.999950541728852,"","","Putative Nitrogen assimilation transcription factor nirA"
"PMG11_10221",1827,0.445095914177963,1.3614046232671,"up in DK1042 WT",5.72993574568204,0,0.872904282129419,0.999950541728852,"","","hypothetical protein"
"PMG11_02843",3834,0.402902785664281,1.32216550954807,"up in DK1042 WT",6.73113806416207,0,0.87290904829561,0.999950541728852,"","","hypothetical protein"
"PMG11_06351",2691,0.600580431903869,1.51632649946774,"up in DK1042 WT",6.09121916972721,0,0.87290990880791,0.999950541728852,"","","Putative Remark: a splice site was detected upstream of the START codon"
"PMG11_06151",2286,-0.33166168318372,0.794620719467574,"down in DK1042 WT",3.24335254355877,0,0.872942755465699,0.999950541728852,"","","hypothetical protein"
